date_publish,hostile_encounter,quantified_mass,death,buildings,attack,besieging,destroying,committing_crime,terrorism,killing,military_operation,firing,explosion,surrendering,violence,rebellion,subversion,counterattack,arson
2023-11-23 11:52:57,2.0,1.0,,,1.0,,,,,1.0,,,,,,,,,
2023-11-15 07:48:59,,1.0,,,,,,,,,,,,,,,,,
2023-11-14 00:57:27,,,,3.0,6.0,,3.0,1.0,1.0,4.0,,,,,,,,,5.0
2023-11-24 16:58:09,2.0,5.0,,3.0,2.0,,,,,2.0,,,,,,,,,
2024-02-13 11:21:18,,,,,,,,,,,,,,,,,,,
2024-02-13 15:17:06,1.0,,1.0,,2.0,,,,,,,,,,,,,,
2024-01-31 10:37:00,1.0,2.0,,,,,,,,1.0,,,,,,,,,
2023-11-09 21:59:59,1.0,3.0,,1.0,4.0,,,,,3.0,,,,,,,,,
2024-02-12 16:08:44,2.0,,,2.0,8.0,,,,,5.0,,,,,,,,,
2024-01-07 21:47:42,,,,,2.0,,,,2.0,,,,,,,,,,
2023-12-06 08:00:05,5.0,1.0,2.0,,2.0,,1.0,,2.0,4.0,,,,,,,,,
2023-11-06 01:24:13,3.0,3.0,,,1.0,,,,,2.0,,,,,,,,,
2023-12-12 16:47:54,2.0,3.0,2.0,1.0,4.0,,,,1.0,3.0,,1.0,,,,,,,
2023-11-05 21:15:25,1.0,2.0,,,,,,,,,,,,,,,,,
2023-11-15 11:43:44,2.0,3.0,,8.0,2.0,,,,2.0,,,,,,,,,,
2023-11-15 11:00:04,,4.0,,,,,,,,,,,,,,,,,
2023-11-08 03:33:49,1.0,,,,,,,,1.0,1.0,,,,,,,,,
2023-11-03 02:11:14,1.0,,,,,,,1.0,7.0,2.0,,,,,,,,,
2023-11-06 06:51:43,,3.0,,,,,,,,,,,,,,,,,
2023-11-20 22:47:32,1.0,,,,,,,,,,,,,,,,,,
2024-01-08 22:01:02,3.0,2.0,,,2.0,,,,,1.0,,,,,,,,,
2023-12-31 09:30:01,3.0,2.0,1.0,4.0,3.0,,,1.0,,,,,,,,,,,
2024-02-04 22:00:49,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
2023-11-10 19:24:54,1.0,3.0,1.0,3.0,4.0,,1.0,,1.0,6.0,,,2.0,,,,,,
2023-11-08 22:52:36,2.0,3.0,,,1.0,,,,,2.0,,,,,,,,,
2023-11-22 16:28:37,3.0,,,,,,,,,,,,,,,,,,
2024-01-04 15:22:03,5.0,1.0,1.0,2.0,2.0,,6.0,,1.0,1.0,,,,,,,,,
2023-11-24 22:54:31,,3.0,,,,1.0,1.0,,1.0,,,,,,,,,,
2023-12-11 22:01:41,,1.0,5.0,,1.0,,,,,2.0,,,,,,,,,
2023-11-28 17:10:54,4.0,1.0,,,1.0,,1.0,,,,,,,,,,,,
2023-11-03 08:22:30,1.0,,,,2.0,,,,,,,,,,,,,,
2024-02-16 18:55:23,1.0,4.0,,,1.0,,,,,3.0,,,,,,,,,
2023-11-22 19:47:02,1.0,,,4.0,1.0,,,,,3.0,,,1.0,,,,,,
2023-12-06 18:05:17,16.0,3.0,,11.0,10.0,4.0,4.0,,4.0,6.0,,,,,,,,,
2024-02-15 18:18:34,2.0,,,1.0,3.0,,,,,1.0,,,,,,,,,
2023-12-16 20:22:12,8.0,1.0,3.0,,4.0,,,,,3.0,,,,,,,,,
2024-01-16 16:06:26,,,,2.0,,,1.0,,,,,,,,,,,,
2023-11-27 02:23:32,,3.0,2.0,1.0,2.0,,,,,,,,,,,,,,
2024-02-16 06:04:11,,1.0,,,,,,,,,,,,,,,,,
2024-02-05 16:14:53,,3.0,,,1.0,,,,,,,,,,,,,,
2023-11-11 01:58:21,2.0,3.0,,2.0,2.0,,,,,,,,,,,,,,
2023-11-08 16:06:32,,3.0,,4.0,1.0,,,,,,,,,,,,1.0,,
2024-01-09 08:18:02,3.0,,,8.0,2.0,,,,,3.0,,,,,,,,,
2023-11-18 18:00:02,1.0,1.0,,,2.0,,,,2.0,,,1.0,,,,,,,
2023-12-04 21:00:15,3.0,,1.0,1.0,2.0,,,,,8.0,,,,,,,,,
2023-11-13 22:25:59,1.0,4.0,,2.0,,,,,,,,,,,,,,,
2024-01-12 17:58:49,8.0,2.0,,1.0,1.0,,3.0,3.0,,11.0,,,,,,,,,
2024-01-04 22:33:11,1.0,,,1.0,,,,,,,2.0,,,,,,,,
2023-11-16 10:24:54,1.0,,,,,,,,,,,,,,,,,,
2023-11-27 18:11:49,3.0,7.0,3.0,3.0,5.0,,,,6.0,6.0,,,,,,,,,
2024-02-06 18:40:12,,1.0,,6.0,,,,,,,,,,,,,,,
2024-01-13 09:42:19,,2.0,,,,,,,,,,,,,,,,,
2023-11-07 13:32:51,2.0,2.0,,,4.0,,,1.0,,4.0,,,,,,,,,
2023-11-08 14:10:04,,,,,,,,,,,,,,,,,,,
2023-12-15 05:40:03,2.0,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,
2023-11-21 10:31:35,,,,,,,,,,,,,,,,,,,
2023-12-04 20:57:46,3.0,1.0,11.0,1.0,3.0,,,,,4.0,,,,,,,,,
2024-01-29 10:51:38,1.0,,,,1.0,,,,,,,,,,,,,,
2024-01-11 18:35:43,,,9.0,9.0,4.0,,2.0,,,2.0,,,,,,,,,
2023-11-15 13:58:56,2.0,1.0,,1.0,,,2.0,,,3.0,,1.0,,,,,,,
2023-11-03 22:37:36,3.0,1.0,1.0,1.0,4.0,,1.0,,2.0,2.0,,,,,,,,,
2024-02-07 13:00:29,2.0,1.0,,1.0,4.0,,,,,3.0,,,,,,,,,
2023-11-01 07:13:03,1.0,1.0,,,3.0,,,,,,,,,,,,,,
2023-12-18 18:01:37,,2.0,,1.0,,,,,,,,,,,,,,,
2023-11-06 01:51:14,6.0,2.0,2.0,2.0,2.0,,1.0,,,2.0,,,,,,,,,
2023-11-28 15:46:43,2.0,,,,5.0,,,2.0,1.0,1.0,,,,,,,,,
2023-11-07 17:16:29,6.0,2.0,,,1.0,,,,,2.0,,,,,,,,,
2023-11-13 13:52:04,,,,,,,,1.0,,,,1.0,,,,,,,
2024-02-07 22:21:57,10.0,3.0,,1.0,,,,,,,,,,,,,,,
2024-01-29 19:35:46,1.0,2.0,,,3.0,,1.0,,,,,,,,,,,,
2023-11-15 19:19:29,7.0,5.0,,6.0,,,,,,1.0,,,,,,,,,
2024-01-04 16:29:45,3.0,8.0,2.0,5.0,21.0,,1.0,2.0,4.0,20.0,,,17.0,,,,,,
2023-12-03 08:00:08,3.0,,,,1.0,,2.0,4.0,1.0,8.0,,,,,,,,,
2023-11-21 11:46:25,2.0,3.0,1.0,,1.0,,,,,,,1.0,,,,,,,
2024-02-01 22:33:14,,2.0,,2.0,,,,,,,,,1.0,,,,,,
2023-12-19 18:26:48,,,,,,,,,,,,,,,,,,,
2023-11-07 00:00:00,,,,,,,,,,,,,,,,,,,
2023-11-12 12:50:07,2.0,,,,1.0,,1.0,,,,,3.0,,,,,1.0,,
2024-01-05 00:40:29,1.0,,,,,,,,,,,,,,,,,,
2023-12-24 19:42:21,7.0,,1.0,,1.0,,,,1.0,1.0,,,,,,,,,
2023-12-03 10:42:15,8.0,1.0,1.0,2.0,4.0,1.0,,2.0,1.0,4.0,,,,,,,,,
2024-02-10 12:01:05,6.0,9.0,1.0,5.0,,,1.0,,,1.0,,,,,,,,,
2023-12-06 13:11:33,8.0,9.0,2.0,2.0,9.0,1.0,,,1.0,9.0,,,,,,,,,
2024-02-14 18:39:36,6.0,1.0,,,,,,,,,,,,,,,,,
2024-02-08 19:51:29,2.0,3.0,,2.0,1.0,,,,,5.0,,1.0,,,,,,,
2023-12-07 21:30:30,1.0,,,,,,,,,,,,,,,,,,
2023-12-01 12:43:17,,,,,,,,,,,,,,,,,,,
2023-12-12 20:49:45,2.0,5.0,,,3.0,,2.0,,1.0,2.0,,,,,,,,,
2023-11-01 00:00:00,2.0,,1.0,,,,,,,,,,,,,,,,
2023-11-15 14:43:36,2.0,4.0,,,,,,2.0,,2.0,,,,,,,1.0,,
2023-11-10 16:27:45,2.0,1.0,,,,,,,,,,,,,,,,,
2024-01-02 18:45:03,3.0,2.0,,1.0,5.0,,,,,2.0,,,,,,,,,
2023-11-25 05:30:03,5.0,2.0,1.0,4.0,,,,,,1.0,,,,,,,,,
2023-11-25 18:13:22,,1.0,,1.0,2.0,,,,,,,,,,,,,,
2023-12-28 06:54:51,,,,1.0,,,,,,,,,,,,,,,
2023-12-06 16:08:07,,3.0,,,1.0,,,,,9.0,,,,,1.0,,,,
2024-01-13 22:10:11,3.0,,,,20.0,,2.0,,,,,,,,,,,,
2023-12-23 13:25:20,,,,,,,,,,,,,,,,,,,
2023-12-12 16:56:27,,2.0,3.0,5.0,4.0,,,,4.0,5.0,,,,,,,,,
2023-11-12 23:32:45,4.0,3.0,,,1.0,,,1.0,7.0,,,1.0,,,,,,,
2023-12-03 14:00:17,1.0,2.0,,,,,,,,,,,,,,,,,
2023-12-03 08:46:17,,,1.0,1.0,2.0,,,1.0,,,,,,,,,,,
2023-12-08 10:46:19,3.0,3.0,2.0,9.0,18.0,,6.0,2.0,,15.0,,,,,,,,,
2024-02-14 20:14:26,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,
2023-11-27 22:09:30,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,
2024-02-18 15:28:31,1.0,,,,,,,,,,,,,,,,,,
2023-11-13 17:00:06,6.0,6.0,2.0,18.0,2.0,,,,,2.0,,,,,,,,,
2023-11-13 00:00:00,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,
2023-12-21 16:05:17,3.0,3.0,,,,,,,,,,,,,,,,,
2024-02-12 19:14:14,,,,,,,,,,,,,,,,,,,
2023-11-03 22:53:24,5.0,1.0,1.0,,2.0,,1.0,,1.0,2.0,,1.0,,,,,,,
2023-11-21 01:05:54,,2.0,,,,,,,,,,,,,,,,,
2023-11-16 13:15:39,7.0,1.0,1.0,1.0,2.0,,,,1.0,9.0,,,,,,,,,
2024-01-17 18:02:11,2.0,,,,2.0,,2.0,1.0,1.0,4.0,,,,,,,,,
2023-12-06 12:59:25,,2.0,,3.0,4.0,,2.0,,,,,,,,,,,,
2024-02-16 05:31:01,8.0,2.0,3.0,6.0,7.0,,,,,12.0,,,,,,,,,
2023-12-27 23:44:06,2.0,,1.0,8.0,,,,,,,,,,,,,,,
2024-01-05 23:08:18,4.0,7.0,,2.0,5.0,,3.0,,,4.0,,,,,,,,,
2024-01-01 17:22:37,16.0,3.0,2.0,4.0,11.0,,,,1.0,8.0,,,,,,,,,
2023-11-14 16:33:11,,2.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,
2024-01-10 14:00:34,1.0,1.0,,,,,,,,,,,,,,,,,
2023-11-03 09:10:58,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,
2023-11-23 10:55:40,,,,,,,,,,,,,,,,,,,
2023-11-29 15:19:13,1.0,4.0,1.0,,3.0,,,,,,,,,,,,,,
2024-02-04 14:29:19,4.0,,,,2.0,,,,1.0,4.0,,,,,,,,,
2024-01-28 16:33:11,1.0,,,,1.0,,,,,,,,,,,,,,
2024-01-20 14:29:21,1.0,1.0,2.0,,4.0,,1.0,,7.0,1.0,,,,,,,,,
2024-01-07 08:35:55,5.0,4.0,,4.0,5.0,,,,,2.0,,,,,,,,,
2024-02-13 09:22:33,2.0,1.0,,,1.0,,,,2.0,3.0,,,,,,,,,
2024-01-22 19:34:26,1.0,2.0,,1.0,1.0,,1.0,,,2.0,,,,,,,,,
2023-11-25 01:38:43,3.0,2.0,1.0,1.0,,,2.0,,,,,,,,,,,,
2023-11-13 07:11:27,,1.0,,1.0,,,,,,,,,,,,,,,
2024-01-18 20:55:37,2.0,4.0,,2.0,4.0,,,,,2.0,,,,,,,,,
2024-02-04 06:00:37,8.0,4.0,1.0,13.0,1.0,,10.0,,,4.0,,,,,,,,,
2023-12-07 19:57:47,2.0,1.0,,1.0,3.0,,,,2.0,1.0,,,,,,,,,
2023-12-25 22:04:06,4.0,,,2.0,5.0,,,,,2.0,,,,,,,,,4.0
2023-12-17 00:17:49,2.0,5.0,2.0,12.0,4.0,,2.0,,3.0,10.0,,,,,,,,,
2023-11-06 00:42:13,7.0,,2.0,,3.0,,,,1.0,2.0,,,,,,,,,
2024-02-14 15:27:56,,,1.0,1.0,,,,,,2.0,,,,,,,,,
2023-11-21 19:21:48,1.0,7.0,4.0,2.0,,,,,,2.0,,,,,,,,,
2024-01-10 19:13:01,1.0,1.0,1.0,1.0,2.0,,1.0,,,13.0,,,,,1.0,,,,
2023-12-06 16:45:02,,,1.0,,3.0,,,,4.0,1.0,,,,,,,,,
2023-12-15 20:55:13,,2.0,1.0,7.0,4.0,,,,,,,,,,,,,,
2024-02-03 22:07:28,1.0,,,2.0,2.0,,,,,,,,,,,,,,
2023-12-30 23:00:29,1.0,4.0,,,2.0,,,,,,,,,,,,,,
2024-01-20 08:43:29,,,3.0,,1.0,,,,,1.0,,,,,,,,,
2024-01-21 10:03:26,4.0,,,,,,,,,,,,,,,,,,
2024-01-28 19:21:31,1.0,,1.0,,,,,,,7.0,,,,,,,,,
2024-01-22 21:52:43,,2.0,,,3.0,,,,,,,,,,,,1.0,,
2024-02-19 10:30:09,1.0,,,2.0,,,,,,1.0,,,,,,,,,
2024-02-14 11:42:51,2.0,2.0,,,,,,,,,,,,,,,,,
2024-01-19 00:00:00,1.0,,,,,,,,,,,,,,,,,,
2024-01-16 10:13:57,,,,,1.0,,,,,1.0,,,,,,,,,
2024-01-23 15:14:52,1.0,1.0,,,,,,,,,,,,,,,,,
2023-11-22 09:37:38,,,,,,,,,,,,,,,,,,,
2023-12-07 17:26:20,2.0,2.0,1.0,,,,,,,3.0,,,,,,,,,
2023-11-15 23:05:49,1.0,1.0,,2.0,2.0,,,,,2.0,,,,,,,,,
2024-02-14 22:48:43,,,2.0,,1.0,,,,,,2.0,,,,,,,,
2023-11-09 16:10:36,7.0,1.0,,,1.0,,,,,,,,,,,,,,
2023-12-19 06:54:45,4.0,1.0,,1.0,2.0,,2.0,,,,,,,,,,,,
2024-01-11 02:36:50,,1.0,,,,,,,,,,,,,,,,,
2023-11-10 06:43:54,,2.0,,,,,,,,,,,,,,,,,
2023-11-21 10:05:25,2.0,1.0,,2.0,6.0,,,,2.0,5.0,,,,,,,,,
2023-11-30 16:03:15,3.0,3.0,3.0,3.0,1.0,,,,,2.0,,,,,,,,,
2023-11-07 06:45:10,,,,,,,,,,,,,,,,,,,
2023-12-12 16:29:00,2.0,,,,8.0,,,,4.0,4.0,,,,,,,,,
2023-11-11 06:00:26,6.0,15.0,3.0,33.0,15.0,,2.0,1.0,,3.0,,,,,,,,,
2023-11-01 00:00:00,1.0,2.0,,,1.0,,,,,,,,,,,,,,
2024-02-14 10:31:02,12.0,6.0,3.0,2.0,13.0,,1.0,,,3.0,,,,,,,,,
2024-01-16 00:58:53,3.0,1.0,1.0,1.0,1.0,,,3.0,,2.0,,1.0,,,1.0,,,,
2023-12-08 03:08:06,4.0,,1.0,1.0,6.0,1.0,,,,2.0,,,,,,,,,
2023-11-22 06:09:01,2.0,,,,,,,,,,,,,,,,,,
2023-11-21 00:00:00,,1.0,,,,,,,,,,,,,,,,,
2024-01-02 22:33:59,6.0,4.0,3.0,1.0,9.0,,,1.0,,4.0,,,,,,,,,
2024-01-05 20:25:16,,,,3.0,,,,,,1.0,,,,,,,,,
2024-02-16 13:55:13,1.0,4.0,,,,,2.0,,,,,,,,,,,,
2023-11-16 14:15:13,4.0,1.0,,6.0,6.0,,,1.0,1.0,,,,,,,,,,
2024-02-15 18:47:25,1.0,,,,,,,,,,,,,,,,,,
2024-01-11 16:45:58,,,,,1.0,,,,,,,,,,,,,,
2023-11-03 14:10:39,5.0,2.0,1.0,,2.0,,1.0,1.0,2.0,2.0,,,,,,,,,
2024-02-19 01:24:15,,,,,,,,,,,,,,,,,,,
2023-11-22 13:04:29,,1.0,,1.0,6.0,,1.0,,5.0,,,,2.0,,,,,,
2024-01-25 22:40:07,4.0,3.0,1.0,,1.0,,,,,1.0,,,,,,,,,
2023-12-31 06:37:58,1.0,10.0,,8.0,2.0,1.0,,,,,,,,,,,,,
2024-02-01 15:22:17,,,,,1.0,,,,,,,,,,,,,,
2023-12-26 04:50:47,1.0,3.0,4.0,,2.0,,2.0,,,,,,,,,,,,
2023-11-22 17:37:33,,,,,,,,1.0,1.0,,,,1.0,,,,,,
2023-11-24 16:17:42,1.0,1.0,1.0,,,,,,3.0,,,,,,,,,,
2023-11-12 09:05:26,3.0,,,4.0,,,,,,,,,,,,,,,
2023-11-08 20:40:32,3.0,2.0,2.0,,,,,,,3.0,,,,,,,,,
2023-11-07 10:12:26,3.0,3.0,,4.0,14.0,,1.0,,5.0,14.0,,,,,,,,,
2024-02-19 05:22:27,,,,,,,,,,,,,,,,,,,
2023-12-14 15:31:42,,1.0,,1.0,7.0,,,1.0,1.0,2.0,,,,,,,,,
2023-11-17 04:47:42,1.0,,1.0,1.0,,,,,,,,,,,,,,,
2023-11-07 15:35:39,8.0,2.0,,,2.0,,,,2.0,3.0,,,,,,,,,
2023-11-23 09:14:05,,3.0,,,2.0,,,,,,,,,,,,,,
2023-12-21 14:08:20,5.0,,1.0,,1.0,,2.0,,1.0,3.0,,,,,,,,,
2024-01-09 13:43:35,1.0,,,,,,,,,,,2.0,,,,,,,
2024-01-23 18:20:39,,,,,,,,,,,,,,,,,,,
2023-11-02 11:00:46,2.0,,,,,1.0,,,,2.0,,,,,,,,,
2023-12-21 16:58:19,3.0,2.0,,,2.0,,,,1.0,,,,,,,,,,
2023-12-26 12:06:09,,,,,,,,,,,,,,,,,,,
2023-11-23 12:42:45,,2.0,,1.0,,,,,,,,,,,,,,,
2023-11-26 06:47:13,1.0,,,,,,,,,,,,,,,,,,
2023-11-29 08:07:35,,1.0,,,,,,,,1.0,,,,,,,,,
2024-01-16 22:19:30,9.0,4.0,1.0,,31.0,,2.0,,4.0,8.0,,,,,,1.0,2.0,,
2024-02-12 17:30:10,1.0,1.0,,,1.0,,,,,,,,,,,,,,
2023-11-15 06:00:01,1.0,,,,,,,,,,,,,,,,,,
2024-02-02 20:33:19,4.0,1.0,1.0,,4.0,,,,1.0,2.0,,1.0,,,,,,,
2023-12-26 09:26:55,1.0,2.0,4.0,3.0,,,1.0,,,,,,,,,,,,
2023-11-28 17:19:34,3.0,3.0,1.0,,,,,,,1.0,,,,,,,,,
2023-11-23 13:19:36,,,,,,,,,,2.0,,,,,,,,,
2024-01-08 01:02:03,,,,3.0,1.0,,,1.0,1.0,,,,,,,,,,
2023-12-15 17:02:34,3.0,9.0,,,,,,,,,,,,,,,,,
2024-01-14 20:04:15,1.0,1.0,,,1.0,,,,,,,,,,,,,,
2023-11-24 22:48:45,,,,,,,,,,,,,,,,,,,
2023-11-13 02:02:44,,,,1.0,,,,,,,,,,,,,,,
2024-01-11 20:24:01,4.0,1.0,,,1.0,,4.0,2.0,1.0,8.0,,,,,,,,,
2023-12-04 18:26:05,5.0,2.0,,10.0,8.0,,,,,6.0,,,,,,,,,
2024-01-02 00:25:01,,1.0,,,,,1.0,,,,,,,,,,,,
2023-11-02 16:29:51,,,,,,,,,,,,,,,,,,,
2023-12-31 02:03:04,3.0,4.0,,11.0,4.0,,2.0,,,,,,,,,,1.0,,
2024-01-10 21:05:41,,1.0,,1.0,3.0,,,,,,,,,,,,2.0,,
2023-11-22 00:34:03,2.0,4.0,,,,,,,,2.0,,2.0,,,,,,,
2023-12-28 12:00:33,,3.0,,,,,,,,,,,,,,,,,
2024-02-16 16:24:28,4.0,4.0,,2.0,5.0,,2.0,,,5.0,,,,,,,,,
2023-12-07 10:21:29,,,,,,,,,,,,,,,,,,,
2023-11-03 17:46:10,2.0,1.0,,,7.0,,,,3.0,,,,,,,,,,
2023-11-03 15:30:05,1.0,,,,,,,,,,,,,,,,,,
2023-11-01 04:38:05,4.0,3.0,,1.0,,,,,1.0,1.0,,,,,,,,,
2023-12-05 16:29:27,7.0,,1.0,5.0,13.0,,1.0,1.0,1.0,3.0,,,,,,,1.0,,
2024-02-07 14:21:35,1.0,,,,2.0,,,,,1.0,,,,,,,,,
2024-01-01 01:22:27,1.0,5.0,,1.0,1.0,,,,,,,,1.0,,,,,,
2024-01-25 19:48:44,7.0,5.0,,3.0,6.0,,,,2.0,6.0,,,,,,,,,
2023-11-22 07:00:16,6.0,2.0,,,,,,1.0,,5.0,,,,,,,,,
2023-12-26 16:59:45,1.0,2.0,1.0,8.0,13.0,,,,1.0,6.0,,,,,,,,,
2023-11-24 15:47:04,,,,,,,,,,,,,,,,,,,
2023-11-14 09:42:19,5.0,5.0,5.0,15.0,6.0,2.0,2.0,,,5.0,,,,,,,,,
2023-11-22 16:36:23,2.0,1.0,,,3.0,,,,,,,,,,,,,,
2023-11-13 14:59:30,2.0,2.0,1.0,,3.0,,,,1.0,4.0,,,,,,,,,
2023-12-19 08:30:19,3.0,2.0,,,2.0,,,,1.0,2.0,,,,,,,,,
2023-11-22 18:18:04,1.0,2.0,1.0,3.0,4.0,,1.0,,1.0,1.0,,,14.0,,,,,,
2023-11-29 12:59:42,,,,,,,,,,,,,,,,,,,
2023-12-03 07:54:48,7.0,2.0,1.0,1.0,8.0,,1.0,,,4.0,,,,,,,,,
2023-11-17 00:07:34,1.0,4.0,,1.0,6.0,,,1.0,7.0,7.0,,,,,,,,,
2023-12-07 00:00:00,2.0,,,,1.0,,,,,,,,,,,,,,
2023-12-14 23:38:37,,2.0,,1.0,2.0,,,,1.0,2.0,,,,,,,,,
2023-12-13 00:00:00,,,,,3.0,,,,,2.0,,,,,,,,,
2023-11-01 20:10:26,1.0,,,,6.0,,,,,4.0,,,,,,,,,
2024-01-09 20:00:06,,4.0,,1.0,,,,,,1.0,,,,,,,,,
2023-11-07 17:01:40,,,,,,,,,,,,,,,,,,,
2023-12-21 18:11:26,2.0,1.0,,2.0,3.0,,1.0,,5.0,4.0,,,,,,,,,
2023-11-22 09:02:03,9.0,2.0,11.0,,3.0,,1.0,2.0,,7.0,,1.0,,,,,,,
2024-02-15 07:00:07,1.0,1.0,,,5.0,,,,,,,,,,,,1.0,,
2023-11-13 16:33:09,2.0,,,,2.0,,,,,,,,,,,,,,
2023-11-10 17:47:45,5.0,4.0,1.0,2.0,4.0,,,1.0,1.0,14.0,,,,,,,,,
2023-11-12 15:12:49,5.0,4.0,1.0,,,1.0,,,,1.0,,,,,,,,,
2023-12-16 00:13:27,,,,,,,,,,,,,,,,,,,
2024-02-01 13:03:26,,,,2.0,,,,2.0,,,,,,,,,,,
2023-11-07 12:41:00,,1.0,,,2.0,,,5.0,3.0,1.0,,,,,,,,,
2023-12-30 17:22:40,1.0,2.0,,,1.0,,,,,,,,,,,,,,
2023-12-02 06:43:13,7.0,2.0,2.0,1.0,4.0,,2.0,1.0,,6.0,,,,,,,,,
2023-12-15 12:23:17,6.0,,,2.0,,,1.0,,,,,,,,,,,,
2023-12-06 15:53:55,1.0,,,,,,,,,,,,,,,,,,
2024-02-15 11:57:41,,,,4.0,1.0,,,,,,,,,,,,,,
2023-11-04 14:00:42,4.0,,1.0,,,,,,,1.0,,,,,,,,,
2023-11-26 17:18:05,2.0,3.0,1.0,3.0,2.0,,,,3.0,4.0,,,,,,,,,
2023-12-01 00:00:00,,,,,,,,,,,,,,,,,,,
2023-11-16 19:58:11,6.0,4.0,,,,,,,,,,,,,,,,,
2024-01-08 15:43:53,3.0,8.0,,,,1.0,,,,,,,,,,,,,
2024-02-12 01:06:25,1.0,,,4.0,1.0,,,,,1.0,,,,,,,,,
2023-11-15 19:19:36,,3.0,,14.0,,,,,,,,,,,,,,,
2023-12-05 00:06:27,,1.0,,2.0,5.0,,,,,,,,,,,,,,
2023-11-10 09:05:34,2.0,4.0,,,,,,,,,,,,,,,,,
2023-12-15 14:00:29,11.0,4.0,,2.0,3.0,,2.0,,,,,,,,,,,,
2024-01-13 12:32:47,6.0,1.0,,,5.0,,1.0,,,2.0,,,,,,,,,
2023-11-22 21:52:12,,,,,,,,,,,,,,,,,,,
2023-11-27 20:17:50,1.0,1.0,1.0,,,,,,,2.0,,,,,,,,,
2023-11-06 17:22:00,1.0,3.0,2.0,4.0,,,,,,3.0,,,,,,,,,
2023-11-30 21:50:46,,2.0,,2.0,2.0,,,,,1.0,,,,,,,,,
2024-01-24 11:36:00,8.0,,,1.0,1.0,,1.0,,,,,,,,,,,,
2024-01-02 16:42:45,1.0,,,,,,3.0,,,,,,,,,,,,
2024-01-27 01:27:54,3.0,,,,4.0,,1.0,1.0,1.0,,,,,,,,,,
2023-11-25 12:29:48,2.0,3.0,1.0,11.0,3.0,,4.0,,,3.0,,,,,,,,,
2024-01-01 14:03:27,2.0,,,,1.0,,,,,,,,,,,,,,
2023-11-13 13:52:50,2.0,2.0,,,,,,1.0,2.0,1.0,,,,,,,,,
2023-12-04 19:43:26,5.0,1.0,,,2.0,,,,1.0,3.0,,,,,,,,,
2023-11-07 22:26:40,,2.0,,1.0,1.0,,,,,1.0,,,,,,,,,
2023-12-01 00:59:28,,,,,,,,,,,,,,,,,,,
2024-01-26 23:00:25,,,,,1.0,,2.0,1.0,3.0,7.0,,,,,,,,,
2024-01-12 17:01:31,6.0,2.0,,,7.0,,,,,,,,,,,,,,
2023-11-16 17:01:04,4.0,5.0,1.0,,,,,,,,,,,,,,,,
2023-11-10 12:07:18,,,,,,,,,,,,5.0,,,,,,,
2023-12-29 00:58:34,3.0,4.0,,14.0,3.0,,,,2.0,7.0,,,,,,,,,
2023-11-14 12:54:20,,,,,,,,,,,,,,,,,,,
2023-11-24 07:30:00,,2.0,,,,,,,,,,,,,,,,,
2023-11-04 04:41:17,3.0,1.0,2.0,2.0,5.0,1.0,2.0,,,3.0,,,,,,,,,
2023-12-07 10:00:38,6.0,1.0,,2.0,,,,1.0,,2.0,,,,,,,,,
2023-11-08 14:24:55,5.0,1.0,,1.0,4.0,1.0,1.0,,4.0,4.0,,,,,,,1.0,,
2023-11-29 10:36:29,,1.0,,,,,,,,,,,,,,,,,
2024-01-24 19:17:23,,,,,1.0,,,1.0,,1.0,,3.0,,,,,,,
2023-11-08 11:24:33,1.0,,,,,,,,,,,,,,,,,,
2023-12-04 11:49:19,1.0,2.0,1.0,1.0,5.0,,,,,1.0,,,,,,,,,
2023-11-08 15:21:35,,,1.0,,1.0,,,,,,,,,,,,,,
2023-11-05 02:34:20,,10.0,2.0,1.0,6.0,,,,18.0,18.0,,,,,,,,,
2024-02-16 12:10:31,1.0,,1.0,,,,,,,4.0,,,,,,,,,
2023-11-20 13:23:50,6.0,,,,3.0,,,2.0,2.0,,,,,,,,,,
2024-01-21 19:12:13,7.0,1.0,5.0,1.0,,,,,,16.0,,,,,,,,,
2023-12-13 20:50:17,4.0,3.0,,,1.0,,1.0,,,3.0,,,,,,,,,
2023-11-06 12:30:01,,,,,,,,,,1.0,,,,,,,,,
2024-02-10 01:49:47,1.0,,1.0,,,,,2.0,,,,,,,,,,,
2024-01-12 10:06:42,1.0,,6.0,6.0,1.0,,1.0,4.0,,16.0,,,,,,,,,
2023-11-12 11:05:49,,,,,,,,,,,,,,,,,,,
2024-01-31 19:59:21,4.0,,,,5.0,,1.0,,1.0,3.0,,,,,,,,,
2024-01-12 11:41:26,2.0,1.0,,1.0,7.0,,,1.0,2.0,8.0,,1.0,,,,,,,
2023-11-19 09:28:19,2.0,,,,,,,,,,,,,,,,,,
2023-12-14 11:12:52,,,,1.0,,,,,,1.0,,,,,,,,,
2023-11-17 14:06:10,3.0,,,1.0,2.0,,,,,2.0,,,,,,,,,
2023-11-08 10:02:55,2.0,,,,,,,,,,,,,,,,,,
2023-11-27 10:18:02,,1.0,,,,,,,,,,,,,,,,,
